기준월,행정동코드,매출금액,행정구역,총인구수,월유동인구수,년도,spatial_cluster
12,4146356000,273996,경기도 용인시 기흥구 구성동,38760,503369.7,2024,2
1,4146356000,253351,경기도 용인시 기흥구 구성동,38681,520401.6,2025,2
2,4146356000,394554,경기도 용인시 기흥구 구성동,38609,480581.34,2025,2
3,4146356000,256448,경기도 용인시 기흥구 구성동,38632,546193.94,2025,2
4,4146356000,224010,경기도 용인시 기흥구 구성동,38634,519173.62,2025,2
5,4146356000,455474,경기도 용인시 기흥구 구성동,38592,535675.56,2025,2
6,4146356000,377481,경기도 용인시 기흥구 구성동,38578,511833.66,2025,2
7,4146357000,69483735,경기도 용인시 기흥구 마북동,31472,629056.5,2023,2
8,4146357000,10504584,경기도 용인시 기흥구 마북동,31509,601515.06,2023,2
9,4146357000,428971,경기도 용인시 기흥구 마북동,31475,610833.5,2023,2
10,4146357000,652855,경기도 용인시 기흥구 마북동,31504,607360.56,2023,2
11,4146357000,578386,경기도 용인시 기흥구 마북동,31481,598557.1,2023,2
12,4146357000,843983,경기도 용인시 기흥구 마북동,31449,582949.0,2023,2
1,4146357000,700894,경기도 용인시 기흥구 마북동,31441,577005.4,2024,2
2,4146357000,341698,경기도 용인시 기흥구 마북동,31393,574836.6,2024,2
3,4146357000,248804,경기도 용인시 기흥구 마북동,31305,598550.0,2024,2
4,4146357000,379345,경기도 용인시 기흥구 마북동,31298,601336.2,2024,2
5,4146357000,324573,경기도 용인시 기흥구 마북동,31819,649043.1,2024,2
6,4146357000,334358,경기도 용인시 기흥구 마북동,32497,616747.3,2024,2
7,4146357000,414713,경기도 용인시 기흥구 마북동,32811,641283.5,2024,2
8,4146357000,414389,경기도 용인시 기흥구 마북동,33099,598103.25,2024,2
9,4146357000,402186,경기도 용인시 기흥구 마북동,33299,655811.44,2024,2
10,4146357000,343856,경기도 용인시 기흥구 마북동,33429,631459.3,2024,2
11,4146357000,379476,경기도 용인시 기흥구 마북동,33450,619120.0,2024,2
12,4146357000,377058,경기도 용인시 기흥구 마북동,33564,614389.56,2024,2
1,4146357000,562062,경기도 용인시 기흥구 마북동,33601,629838.4,2025,2
2,4146357000,235678,경기도 용인시 기흥구 마북동,33545,582463.4,2025,2
3,4146357000,381258,경기도 용인시 기흥구 마북동,33565,636588.56,2025,2
4,4146357000,500364,경기도 용인시 기흥구 마북동,33528,631527.7,2025,2
5,4146357000,312224,경기도 용인시 기흥구 마북동,33553,623096.25,2025,2
6,4146357000,343858,경기도 용인시 기흥구 마북동,33570,615335.8,2025,2
7,4146357200,110962904,경기도 용인시 기흥구 동백1동,32015,88025.25,2023,2
8,4146357200,18600321,경기도 용인시 기흥구 동백1동,32045,74852.3,2023,2
9,4146357200,2487209,경기도 용인시 기흥구 동백1동,32034,78372.79,2023,2
10,4146357200,4164570,경기도 용인시 기흥구 동백1동,32043,80098.85,2023,2
11,4146357200,3030449,경기도 용인시 기흥구 동백1동,32049,76758.63,2023,2
12,4146357200,3368795,경기도 용인시 기흥구 동백1동,32023,76429.7,2023,2
1,4146357200,3636260,경기도 용인시 기흥구 동백1동,32025,70924.81,2024,2
2,4146357200,2976959,경기도 용인시 기흥구 동백1동,31925,72281.21,2024,2
3,4146357200,1550327,경기도 용인시 기흥구 동백1동,31871,78786.33,2024,2
4,4146357200,2765958,경기도 용인시 기흥구 동백1동,31809,92916.18,2024,2
5,4146357200,2454196,경기도 용인시 기흥구 동백1동,31738,88676.38,2024,2
6,4146357200,2601332,경기도 용인시 기흥구 동백1동,31681,81169.59,2024,2
7,4146357200,2748604,경기도 용인시 기흥구 동백1동,31638,78849.74,2024,2
8,4146357200,2381208,경기도 용인시 기흥구 동백1동,31600,74880.88,2024,2
9,4146357200,2903692,경기도 용인시 기흥구 동백1동,31501,89721.16,2024,2
10,4146357200,1739087,경기도 용인시 기흥구 동백1동,31404,82199.09,2024,2
11,4146357200,1733392,경기도 용인시 기흥구 동백1동,31396,79138.43,2024,2
12,4146357200,1863916,경기도 용인시 기흥구 동백1동,31398,79871.97,2024,2
1,4146357200,1054233,경기도 용인시 기흥구 동백1동,31356,79802.15,2025,2
2,4146357200,1085864,경기도 용인시 기흥구 동백1동,31291,70349.12,2025,2
3,4146357200,1164718,경기도 용인시 기흥구 동백1동,31227,79049.44,2025,2
4,4146357200,1370704,경기도 용인시 기흥구 동백1동,31183,87536.98,2025,2
5,4146357200,1617542,경기도 용인시 기흥구 동백1동,31182,87892.13,2025,2
6,4146357200,1244301,경기도 용인시 기흥구 동백1동,31192,82895.39,2025,2
7,4146357500,252842400,경기도 용인시 기흥구 동백2동,26857,838611.6,2023,2
8,4146357500,37015263,경기도 용인시 기흥구 동백2동,26857,828739.75,2023,2
9,4146357500,1521374,경기도 용인시 기흥구 동백2동,26886,769654.2,2023,2
10,4146357500,2169948,경기도 용인시 기흥구 동백2동,26869,790958.56,2023,2
11,4146357500,2605314,경기도 용인시 기흥구 동백2동,26876,752334.25,2023,2
12,4146357500,4310287,경기도 용인시 기흥구 동백2동,26894,779002.56,2023,2
1,4146357500,2451412,경기도 용인시 기흥구 동백2동,26866,778982.1,2024,2
2,4146357500,1539179,경기도 용인시 기흥구 동백2동,26815,745295.0,2024,2
3,4146357500,771726,경기도 용인시 기흥구 동백2동,26779,794453.0,2024,2
4,4146357500,2654144,경기도 용인시 기흥구 동백2동,26709,777095.06,2024,2
5,4146357500,2428198,경기도 용인시 기흥구 동백2동,26680,844469.44,2024,2
6,4146357500,2537030,경기도 용인시 기흥구 동백2동,26706,732988.3,2024,2
7,4146357500,2142681,경기도 용인시 기흥구 동백2동,26650,752873.56,2024,2
8,4146357500,2287023,경기도 용인시 기흥구 동백2동,26652,746176.75,2024,2
9,4146357500,2121311,경기도 용인시 기흥구 동백2동,26590,767152.4,2024,2
10,4146357500,1190127,경기도 용인시 기흥구 동백2동,26546,781186.06,2024,2
11,4146357500,1143175,경기도 용인시 기흥구 동백2동,26481,731272.2,2024,2
12,4146357500,1198458,경기도 용인시 기흥구 동백2동,26490,721795.7,2024,2
1,4146357500,1346536,경기도 용인시 기흥구 동백2동,26443,779248.8,2025,2
2,4146357500,1876443,경기도 용인시 기흥구 동백2동,26381,704483.9,2025,2
3,4146357500,1548869,경기도 용인시 기흥구 동백2동,26297,726613.8,2025,2
4,4146357500,1215111,경기도 용인시 기흥구 동백2동,26289,719744.6,2025,2
5,4146357500,1090479,경기도 용인시 기흥구 동백2동,26273,707771.6,2025,2
6,4146357500,1343297,경기도 용인시 기흥구 동백2동,26309,681847.0,2025,2
7,4146357700,63589864,경기도 용인시 기흥구 동백3동,26913,269148.47,2023,2
8,4146357700,7332981,경기도 용인시 기흥구 동백3동,26933,269144.22,2023,2
9,4146357700,813688,경기도 용인시 기흥구 동백3동,26908,277331.12,2023,2
10,4146357700,1054948,경기도 용인시 기흥구 동백3동,26935,282146.62,2023,2
11,4146357700,904874,경기도 용인시 기흥구 동백3동,26916,268391.56,2023,2
12,4146357700,871606,경기도 용인시 기흥구 동백3동,26898,278780.3,2023,2
1,4146357700,901100,경기도 용인시 기흥구 동백3동,26869,273182.56,2024,2
2,4146357700,705766,경기도 용인시 기흥구 동백3동,26887,290251.62,2024,2
3,4146357700,530736,경기도 용인시 기흥구 동백3동,26866,291787.9,2024,2
4,4146357700,782872,경기도 용인시 기흥구 동백3동,26823,300419.44,2024,2
5,4146357700,716208,경기도 용인시 기흥구 동백3동,26832,278463.72,2024,2
6,4146357700,670210,경기도 용인시 기흥구 동백3동,26831,286367.9,2024,2
7,4146357700,1042564,경기도 용인시 기흥구 동백3동,26844,298495.03,2024,2
8,4146357700,809020,경기도 용인시 기흥구 동백3동,26859,283786.12,2024,2
9,4146357700,847748,경기도 용인시 기흥구 동백3동,26795,294902.62,2024,2
10,4146357700,596140,경기도 용인시 기흥구 동백3동,26798,278756.56,2024,2
11,4146357700,532250,경기도 용인시 기흥구 동백3동,26783,272692.8,2024,2
12,4146357700,454012,경기도 용인시 기흥구 동백3동,26823,280315.5,2024,2
1,4146357700,435808,경기도 용인시 기흥구 동백3동,26760,295659.4,2025,2
2,4146357700,635760,경기도 용인시 기흥구 동백3동,26789,276808.47,2025,2
3,4146357700,583939,경기도 용인시 기흥구 동백3동,26810,281432.7,2025,2
4,4146357700,554950,경기도 용인시 기흥구 동백3동,26786,276757.97,2025,2
5,4146357700,703408,경기도 용인시 기흥구 동백3동,26784,276029.34,2025,2
6,4146357700,715408,경기도 용인시 기흥구 동백3동,26808,264278.66,2025,2
7,4146358600,33749633,경기도 용인시 기흥구 상하동,23701,316009.8,2023,2
8,4146358600,4953823,경기도 용인시 기흥구 상하동,23689,307098.25,2023,2
9,4146358600,564096,경기도 용인시 기흥구 상하동,23700,310266.5,2023,2
10,4146358600,1049071,경기도 용인시 기흥구 상하동,23696,309826.53,2023,2
11,4146358600,1091755,경기도 용인시 기흥구 상하동,23661,297045.7,2023,2
12,4146358600,835940,경기도 용인시 기흥구 상하동,23620,307983.9,2023,2
1,4146358600,779862,경기도 용인시 기흥구 상하동,23589,300886.9,2024,2
2,4146358600,741529,경기도 용인시 기흥구 상하동,23552,288759.25,2024,2
3,4146358600,534007,경기도 용인시 기흥구 상하동,23522,293992.1,2024,2
4,4146358600,945522,경기도 용인시 기흥구 상하동,23449,298335.12,2024,2
5,4146358600,697824,경기도 용인시 기흥구 상하동,23407,307085.0,2024,2
6,4146358600,672752,경기도 용인시 기흥구 상하동,23397,291286.6,2024,2
7,4146358600,634686,경기도 용인시 기흥구 상하동,23353,303072.12,2024,2
8,4146358600,710419,경기도 용인시 기흥구 상하동,23320,298088.7,2024,2
9,4146358600,589027,경기도 용인시 기흥구 상하동,23271,318859.06,2024,2
10,4146358600,391329,경기도 용인시 기흥구 상하동,23259,305463.88,2024,2
11,4146358600,263199,경기도 용인시 기흥구 상하동,23252,293849.44,2024,2
12,4146358600,224311,경기도 용인시 기흥구 상하동,23229,296759.94,2024,2
1,4146358600,357759,경기도 용인시 기흥구 상하동,23209,313894.94,2025,2
2,4146358600,731331,경기도 용인시 기흥구 상하동,23137,281215.1,2025,2
3,4146358600,537851,경기도 용인시 기흥구 상하동,23129,293704.7,2025,2
4,4146358600,277537,경기도 용인시 기흥구 상하동,23125,288503.6,2025,2
5,4146358600,432987,경기도 용인시 기흥구 상하동,23137,298450.56,2025,2
6,4146358600,399169,경기도 용인시 기흥구 상하동,23118,288921.2,2025,2
7,4146359000,263750030,경기도 용인시 기흥구 보정동,35520,817363.2,2023,2
8,4146359000,40047770,경기도 용인시 기흥구 보정동,35481,801285.6,2023,2
9,4146359000,878582,경기도 용인시 기흥구 보정동,35413,787753.25,2023,2
10,4146359000,1089838,경기도 용인시 기흥구 보정동,35416,798404.5,2023,2
11,4146359000,1002954,경기도 용인시 기흥구 보정동,35330,809626.94,2023,2
12,4146359000,1355817,경기도 용인시 기흥구 보정동,35326,815819.8,2023,2
1,4146359000,1657312,경기도 용인시 기흥구 보정동,35290,797978.0,2024,2
2,4146359000,1199343,경기도 용인시 기흥구 보정동,35220,772335.3,2024,2
3,4146359000,884221,경기도 용인시 기흥구 보정동,35155,830245.5,2024,2
4,4146359000,963342,경기도 용인시 기흥구 보정동,35060,814115.6,2024,2
5,4146359000,1038522,경기도 용인시 기흥구 보정동,34997,812444.8,2024,2
6,4146359000,1572957,경기도 용인시 기흥구 보정동,34962,787579.3,2024,2
7,4146359000,1193097,경기도 용인시 기흥구 보정동,34914,759809.6,2024,2
8,4146359000,1065506,경기도 용인시 기흥구 보정동,34796,762036.7,2024,2
9,4146359000,1175090,경기도 용인시 기흥구 보정동,34763,824328.25,2024,2
10,4146359000,700859,경기도 용인시 기흥구 보정동,34638,794447.6,2024,2
11,4146359000,602857,경기도 용인시 기흥구 보정동,34550,771199.6,2024,2
12,4146359000,953283,경기도 용인시 기흥구 보정동,34457,763080.56,2024,2
1,4146359000,798987,경기도 용인시 기흥구 보정동,34404,779458.06,2025,2
2,4146359000,1075721,경기도 용인시 기흥구 보정동,34414,772750.2,2025,2
3,4146359000,1040765,경기도 용인시 기흥구 보정동,34356,799862.94,2025,2
4,4146359000,735772,경기도 용인시 기흥구 보정동,34369,778811.06,2025,2
5,4146359000,828347,경기도 용인시 기흥구 보정동,34317,781429.3,2025,2
6,4146359000,816672,경기도 용인시 기흥구 보정동,34508,762887.2,2025,2
7,4146551000,95574431,경기도 용인시 수지구 풍덕천1동,35445,330190.03,2023,2
8,4146551000,12286813,경기도 용인시 수지구 풍덕천1동,35430,343390.84,2023,2
9,4146551000,793212,경기도 용인시 수지구 풍덕천1동,35408,343869.94,2023,2
10,4146551000,1226464,경기도 용인시 수지구 풍덕천1동,35321,341678.62,2023,2
11,4146551000,285332,경기도 용인시 수지구 풍덕천1동,35218,327586.1,2023,2
12,4146551000,1148024,경기도 용인시 수지구 풍덕천1동,35189,338320.06,2023,2
1,4146551000,761882,경기도 용인시 수지구 풍덕천1동,35204,341528.12,2024,2
2,4146551000,790301,경기도 용인시 수지구 풍덕천1동,35236,329965.4,2024,2
3,4146551000,271145,경기도 용인시 수지구 풍덕천1동,35200,353660.75,2024,2
4,4146551000,680626,경기도 용인시 수지구 풍덕천1동,35100,356450.88,2024,2
5,4146551000,617857,경기도 용인시 수지구 풍덕천1동,35019,357292.7,2024,2
6,4146551000,552439,경기도 용인시 수지구 풍덕천1동,34979,355451.88,2024,2
7,4146551000,767432,경기도 용인시 수지구 풍덕천1동,34974,357728.8,2024,2
8,4146551000,1428850,경기도 용인시 수지구 풍덕천1동,34993,358766.47,2024,2
9,4146551000,652759,경기도 용인시 수지구 풍덕천1동,34898,359550.72,2024,2
10,4146551000,674540,경기도 용인시 수지구 풍덕천1동,34798,361778.7,2024,2
11,4146551000,407786,경기도 용인시 수지구 풍덕천1동,34797,342775.97,2024,2
12,4146551000,120773,경기도 용인시 수지구 풍덕천1동,34797,346782.78,2024,2
1,4146551000,670088,경기도 용인시 수지구 풍덕천1동,34863,376598.38,2025,2
2,4146551000,576328,경기도 용인시 수지구 풍덕천1동,34836,333642.88,2025,2
3,4146551000,605894,경기도 용인시 수지구 풍덕천1동,34735,344280.47,2025,2
4,4146551000,671566,경기도 용인시 수지구 풍덕천1동,34672,334308.12,2025,2
5,4146551000,1034860,경기도 용인시 수지구 풍덕천1동,34699,343015.94,2025,2
6,4146551000,1152564,경기도 용인시 수지구 풍덕천1동,34712,340227.12,2025,2
7,4146552000,224364493,경기도 용인시 수지구 풍덕천2동,41622,665060.25,2023,2
8,4146552000,32781341,경기도 용인시 수지구 풍덕천2동,41573,665875.5,2023,2
9,4146552000,2764645,경기도 용인시 수지구 풍덕천2동,41625,652612.9,2023,2
10,4146552000,3408915,경기도 용인시 수지구 풍덕천2동,41575,672906.44,2023,2
11,4146552000,3595487,경기도 용인시 수지구 풍덕천2동,41525,649946.5,2023,2
12,4146552000,3934695,경기도 용인시 수지구 풍덕천2동,41450,643760.94,2023,2
1,4146552000,3185249,경기도 용인시 수지구 풍덕천2동,41496,648743.7,2024,2
2,4146552000,2657464,경기도 용인시 수지구 풍덕천2동,41493,601681.25,2024,2
3,4146552000,2691531,경기도 용인시 수지구 풍덕천2동,41508,655277.8,2024,2
4,4146552000,4298364,경기도 용인시 수지구 풍덕천2동,41462,642873.06,2024,2
5,4146552000,2781540,경기도 용인시 수지구 풍덕천2동,41387,654883.1,2024,2
6,4146552000,3265330,경기도 용인시 수지구 풍덕천2동,41353,618889.7,2024,2
7,4146552000,3507911,경기도 용인시 수지구 풍덕천2동,41355,642091.5,2024,2
8,4146552000,3359943,경기도 용인시 수지구 풍덕천2동,41383,611887.3,2024,2
9,4146552000,2803547,경기도 용인시 수지구 풍덕천2동,41329,655714.25,2024,2
10,4146552000,2306511,경기도 용인시 수지구 풍덕천2동,41315,660014.4,2024,2
11,4146552000,2381711,경기도 용인시 수지구 풍덕천2동,41299,652378.9,2024,2
12,4146552000,2027049,경기도 용인시 수지구 풍덕천2동,41320,637510.75,2024,2
1,4146552000,2413287,경기도 용인시 수지구 풍덕천2동,41403,659341.5,2025,2
2,4146552000,3110845,경기도 용인시 수지구 풍덕천2동,41391,622129.06,2025,2
3,4146552000,2766035,경기도 용인시 수지구 풍덕천2동,41353,659179.75,2025,2
4,4146552000,2117693,경기도 용인시 수지구 풍덕천2동,41383,650685.3,2025,2
5,4146552000,2560920,경기도 용인시 수지구 풍덕천2동,41392,640582.1,2025,2
6,4146552000,2651001,경기도 용인시 수지구 풍덕천2동,41369,647855.6,2025,2
7,4146553000,142983236,경기도 용인시 수지구 신봉동,41230,668586.2,2023,2
8,4146553000,20009634,경기도 용인시 수지구 신봉동,41271,622120.06,2023,2
9,4146553000,1566763,경기도 용인시 수지구 신봉동,41270,622037.0,2023,2
10,4146553000,1624741,경기도 용인시 수지구 신봉동,41271,623355.2,2023,2
11,4146553000,1902266,경기도 용인시 수지구 신봉동,41260,596156.25,2023,2
12,4146553000,1744834,경기도 용인시 수지구 신봉동,41317,613377.94,2023,2
1,4146553000,1682709,경기도 용인시 수지구 신봉동,41339,571583.3,2024,2
2,4146553000,1494561,경기도 용인시 수지구 신봉동,41341,571718.2,2024,2
3,4146553000,1208189,경기도 용인시 수지구 신봉동,41261,608509.2,2024,2
4,4146553000,1543181,경기도 용인시 수지구 신봉동,41296,612472.94,2024,2
5,4146553000,1561182,경기도 용인시 수지구 신봉동,41242,625003.7,2024,2
6,4146553000,1968365,경기도 용인시 수지구 신봉동,41241,601302.0,2024,2
7,4146553000,1844624,경기도 용인시 수지구 신봉동,41245,650679.1,2024,2
8,4146553000,1785957,경기도 용인시 수지구 신봉동,41238,633251.5,2024,2
9,4146553000,1749469,경기도 용인시 수지구 신봉동,41297,648517.2,2024,2
10,4146553000,1371581,경기도 용인시 수지구 신봉동,41319,618984.06,2024,2
11,4146553000,1721520,경기도 용인시 수지구 신봉동,41312,611264.0,2024,2
12,4146553000,1184239,경기도 용인시 수지구 신봉동,41248,615624.94,2024,2
1,4146553000,1649596,경기도 용인시 수지구 신봉동,41301,625219.6,2025,2
2,4146553000,1347591,경기도 용인시 수지구 신봉동,41227,565125.56,2025,2
3,4146553000,1484954,경기도 용인시 수지구 신봉동,41183,626450.2,2025,2
4,4146553000,1366588,경기도 용인시 수지구 신봉동,41161,620525.9,2025,2
5,4146553000,1199712,경기도 용인시 수지구 신봉동,41170,635660.56,2025,2
6,4146553000,1690795,경기도 용인시 수지구 신봉동,41160,628203.06,2025,2
7,4146554000,164499341,경기도 용인시 수지구 죽전1동,28513,70747.33,2023,2
8,4146554000,24872202,경기도 용인시 수지구 죽전1동,28473,66664.14,2023,2
9,4146554000,1192011,경기도 용인시 수지구 죽전1동,28491,65534.89,2023,2
10,4146554000,1962826,경기도 용인시 수지구 죽전1동,28485,70602.23,2023,2
11,4146554000,1945834,경기도 용인시 수지구 죽전1동,28499,68584.04,2023,2
12,4146554000,2552556,경기도 용인시 수지구 죽전1동,28433,72163.08,2023,2
1,4146554000,2202244,경기도 용인시 수지구 죽전1동,28392,67607.06,2024,2
2,4146554000,1160704,경기도 용인시 수지구 죽전1동,28328,65366.73,2024,2
3,4146554000,643088,경기도 용인시 수지구 죽전1동,28312,70624.66,2024,2
4,4146554000,1186909,경기도 용인시 수지구 죽전1동,28275,69264.42,2024,2
5,4146554000,1099379,경기도 용인시 수지구 죽전1동,28213,70029.63,2024,2
6,4146554000,1381355,경기도 용인시 수지구 죽전1동,28184,70280.09,2024,2
7,4146554000,1417326,경기도 용인시 수지구 죽전1동,28128,69410.11,2024,2
8,4146554000,1105935,경기도 용인시 수지구 죽전1동,28052,69312.29,2024,2
9,4146554000,928230,경기도 용인시 수지구 죽전1동,28046,72764.09,2024,2
10,4146554000,739854,경기도 용인시 수지구 죽전1동,28000,69939.79,2024,2
11,4146554000,762227,경기도 용인시 수지구 죽전1동,27986,68292.44,2024,2
12,4146554000,969986,경기도 용인시 수지구 죽전1동,28162,70721.16,2024,2
1,4146554000,897258,경기도 용인시 수지구 죽전1동,28470,72887.41,2025,2
2,4146554000,880248,경기도 용인시 수지구 죽전1동,28707,65988.08,2025,2
3,4146554000,446749,경기도 용인시 수지구 죽전1동,28816,73204.05,2025,2
4,4146554000,349365,경기도 용인시 수지구 죽전1동,28874,70724.78,2025,2
5,4146554000,240281,경기도 용인시 수지구 죽전1동,28953,71491.78,2025,2
6,4146554000,459767,경기도 용인시 수지구 죽전1동,28971,69862.46,2025,2
7,4146555000,29633283,경기도 용인시 수지구 죽전2동,18157,427576.4,2023,0
8,4146555000,4091487,경기도 용인시 수지구 죽전2동,18138,454991.44,2023,0
9,4146555000,294634,경기도 용인시 수지구 죽전2동,18123,446985.28,2023,0
10,4146555000,196608,경기도 용인시 수지구 죽전2동,18096,442037.5,2023,0
11,4146555000,229536,경기도 용인시 수지구 죽전2동,18022,430640.12,2023,0
12,4146555000,277962,경기도 용인시 수지구 죽전2동,18003,440662.1,2023,0
1,4146555000,173136,경기도 용인시 수지구 죽전2동,17994,396004.2,2024,0
2,4146555000,152850,경기도 용인시 수지구 죽전2동,17985,382620.84,2024,0
3,4146555000,106360,경기도 용인시 수지구 죽전2동,17946,428431.12,2024,0
4,4146555000,249418,경기도 용인시 수지구 죽전2동,17922,438115.97,2024,0
5,4146555000,124002,경기도 용인시 수지구 죽전2동,17895,444660.1,2024,0
6,4146555000,345014,경기도 용인시 수지구 죽전2동,17860,403114.53,2024,0
7,4146555000,165488,경기도 용인시 수지구 죽전2동,17864,418057.94,2024,0
8,4146555000,182634,경기도 용인시 수지구 죽전2동,17863,394563.1,2024,0
9,4146555000,149926,경기도 용인시 수지구 죽전2동,17821,445236.88,2024,0
10,4146555000,201300,경기도 용인시 수지구 죽전2동,17817,426860.44,2024,0
11,4146555000,135140,경기도 용인시 수지구 죽전2동,17787,412252.56,2024,0
12,4146555000,183236,경기도 용인시 수지구 죽전2동,17805,421397.28,2024,0
1,4146555000,87620,경기도 용인시 수지구 죽전2동,17745,427506.1,2025,0
2,4146555000,77878,경기도 용인시 수지구 죽전2동,17717,399915.97,2025,0
3,4146555000,114334,경기도 용인시 수지구 죽전2동,17693,433887.1,2025,0
4,4146555000,105508,경기도 용인시 수지구 죽전2동,17664,414302.5,2025,0
5,4146555000,117010,경기도 용인시 수지구 죽전2동,17620,431749.3,2025,0
6,4146555000,146646,경기도 용인시 수지구 죽전2동,17582,408815.3,2025,0
7,4146556000,175584300,경기도 용인시 수지구 동천동,50789,258788.52,2023,2
8,4146556000,23266041,경기도 용인시 수지구 동천동,50795,255899.36,2023,2
9,4146556000,757537,경기도 용인시 수지구 동천동,50840,241637.94,2023,2
10,4146556000,821044,경기도 용인시 수지구 동천동,50847,247642.64,2023,2
11,4146556000,961837,경기도 용인시 수지구 동천동,50794,237578.38,2023,2
12,4146556000,997544,경기도 용인시 수지구 동천동,50793,245499.27,2023,2
1,4146556000,753860,경기도 용인시 수지구 동천동,50731,233479.03,2024,2
2,4146556000,776110,경기도 용인시 수지구 동천동,50774,224580.02,2024,2
3,4146556000,308168,경기도 용인시 수지구 동천동,50664,241998.34,2024,2
4,4146556000,452148,경기도 용인시 수지구 동천동,50619,239434.7,2024,2
5,4146556000,386646,경기도 용인시 수지구 동천동,50578,244321.95,2024,2
6,4146556000,796402,경기도 용인시 수지구 동천동,50563,230084.3,2024,2
7,4146556000,772334,경기도 용인시 수지구 동천동,50589,246761.6,2024,2
8,4146556000,767698,경기도 용인시 수지구 동천동,50573,243128.47,2024,2
9,4146556000,764782,경기도 용인시 수지구 동천동,50618,247284.73,2024,2
10,4146556000,557979,경기도 용인시 수지구 동천동,50627,238777.45,2024,2
11,4146556000,408344,경기도 용인시 수지구 동천동,50614,228358.75,2024,2
12,4146556000,400219,경기도 용인시 수지구 동천동,50597,232131.34,2024,2
1,4146556000,334339,경기도 용인시 수지구 동천동,50608,242122.95,2025,2
2,4146556000,423088,경기도 용인시 수지구 동천동,50661,225892.64,2025,2
3,4146556000,853119,경기도 용인시 수지구 동천동,50638,242313.16,2025,2
4,4146556000,368461,경기도 용인시 수지구 동천동,50598,233439.48,2025,2
5,4146556000,448218,경기도 용인시 수지구 동천동,50635,237400.83,2025,2
6,4146556000,407800,경기도 용인시 수지구 동천동,50650,230616.92,2025,2
7,4146557000,179260903,경기도 용인시 수지구 상현1동,20085,395738.97,2023,0
8,4146557000,25991638,경기도 용인시 수지구 상현1동,20087,385637.2,2023,0
9,4146557000,2901786,경기도 용인시 수지구 상현1동,20063,396092.12,2023,0
10,4146557000,3231279,경기도 용인시 수지구 상현1동,20072,409634.28,2023,0
11,4146557000,2913358,경기도 용인시 수지구 상현1동,20058,394785.06,2023,0
12,4146557000,4618595,경기도 용인시 수지구 상현1동,20088,424672.06,2023,0
1,4146557000,3316089,경기도 용인시 수지구 상현1동,20077,399171.8,2024,0
2,4146557000,2782659,경기도 용인시 수지구 상현1동,20088,404460.88,2024,0
3,4146557000,1683525,경기도 용인시 수지구 상현1동,20046,411014.22,2024,0
4,4146557000,2601140,경기도 용인시 수지구 상현1동,20005,426386.72,2024,0
5,4146557000,1842764,경기도 용인시 수지구 상현1동,20028,415527.3,2024,0
6,4146557000,1930834,경기도 용인시 수지구 상현1동,20012,380352.4,2024,0
7,4146557000,2278096,경기도 용인시 수지구 상현1동,20010,422525.34,2024,0
8,4146557000,2427038,경기도 용인시 수지구 상현1동,19992,379536.22,2024,0
9,4146557000,2320768,경기도 용인시 수지구 상현1동,20002,422887.47,2024,0
10,4146557000,1225150,경기도 용인시 수지구 상현1동,19971,409485.97,2024,0
11,4146557000,1236632,경기도 용인시 수지구 상현1동,19991,402198.9,2024,0
12,4146557000,1314417,경기도 용인시 수지구 상현1동,19960,421070.12,2024,0
1,4146557000,1701179,경기도 용인시 수지구 상현1동,19925,443136.44,2025,0
2,4146557000,2275745,경기도 용인시 수지구 상현1동,19980,407663.5,2025,0
3,4146557000,1733034,경기도 용인시 수지구 상현1동,19981,422531.84,2025,0
4,4146557000,1147931,경기도 용인시 수지구 상현1동,19936,403506.75,2025,0
5,4146557000,1203924,경기도 용인시 수지구 상현1동,19940,386259.25,2025,0
6,4146557000,1367106,경기도 용인시 수지구 상현1동,19874,378141.9,2025,0
7,4146559000,159411037,경기도 용인시 수지구 성복동,54662,785910.75,2023,2
8,4146559000,17959304,경기도 용인시 수지구 성복동,54712,747686.2,2023,2
9,4146559000,1543645,경기도 용인시 수지구 성복동,54742,720076.44,2023,2
10,4146559000,2052860,경기도 용인시 수지구 성복동,54773,740605.9,2023,2
11,4146559000,1385508,경기도 용인시 수지구 성복동,54773,717789.25,2023,2
12,4146559000,1589609,경기도 용인시 수지구 성복동,54696,760872.8,2023,2
1,4146559000,1523406,경기도 용인시 수지구 성복동,54725,721727.44,2024,2
2,4146559000,1307678,경기도 용인시 수지구 성복동,54775,726677.56,2024,2
3,4146559000,1024767,경기도 용인시 수지구 성복동,54738,738694.3,2024,2
4,4146559000,1968273,경기도 용인시 수지구 성복동,54701,711835.6,2024,2
5,4146559000,1238508,경기도 용인시 수지구 성복동,54626,724094.8,2024,2
6,4146559000,1421364,경기도 용인시 수지구 성복동,54569,692083.9,2024,2
7,4146559000,1517304,경기도 용인시 수지구 성복동,54534,793721.0,2024,2
8,4146559000,1348826,경기도 용인시 수지구 성복동,54563,695927.25,2024,2
9,4146559000,1224544,경기도 용인시 수지구 성복동,54576,745162.4,2024,2
10,4146559000,1063985,경기도 용인시 수지구 성복동,54611,720866.4,2024,2
11,4146559000,1218079,경기도 용인시 수지구 성복동,54616,699036.6,2024,2
12,4146559000,1126193,경기도 용인시 수지구 성복동,54667,713351.8,2024,2
1,4146559000,1291351,경기도 용인시 수지구 성복동,54681,735017.8,2025,2
